# vtime(s),emu-avail(%) for mode:picav target-avail(%)=0.6000
8796,0.7560
8796,0.7558
8801,0.7556
8802,0.7554
8806,0.7552
8808,0.7550
8810,0.7547
8814,0.7548
8818,0.7549
8819,0.7550
8821,0.7550
8821,0.7551
8823,0.7552
8826,0.7552
8827,0.7553
8827,0.7554
8829,0.7554
8832,0.7555
8835,0.7556
8838,0.7556
8841,0.7557
8844,0.7558
8847,0.7559
8848,0.7559
8853,0.7560
8856,0.7561
8861,0.7561
8864,0.7562
8865,0.7563
8869,0.7563
8872,0.7564
8877,0.7565
8880,0.7565
8883,0.7566
8884,0.7567
8888,0.7567
8890,0.7568
8893,0.7569
8896,0.7569
8900,0.7570
8904,0.7571
8906,0.7572
8907,0.7572
8912,0.7573
8916,0.7574
8920,0.7574
8923,0.7575
8926,0.7576
8931,0.7576
8931,0.7577
8935,0.7578
8940,0.7578
8941,0.7579
8943,0.7580
8944,0.7580
8945,0.7581
8948,0.7582
8948,0.7582
8952,0.7583
8956,0.7584
8959,0.7584
8962,0.7585
8963,0.7586
8964,0.7586
8967,0.7587
8970,0.7588
8975,0.7588
8978,0.7589
8981,0.7590
8983,0.7590
8987,0.7591
8991,0.7592
8995,0.7592
8996,0.7593
9000,0.7594
9003,0.7594
9005,0.7595
9005,0.7596
9010,0.7596
9012,0.7597
9015,0.7598
9018,0.7598
9018,0.7599
9020,0.7600
9022,0.7600
9027,0.7601
9029,0.7602
9033,0.7602
9037,0.7603
9041,0.7604
9045,0.7604
9048,0.7605
9052,0.7606
9054,0.7606
9055,0.7607
9056,0.7608
9059,0.7608
9060,0.7609
9064,0.7610
9067,0.7610
9067,0.7611
9068,0.7612
9071,0.7612
9076,0.7613
9078,0.7614
9078,0.7614
9079,0.7615
9080,0.7616
9080,0.7616
9083,0.7617
9083,0.7618
9086,0.7618
9090,0.7619
9091,0.7620
9093,0.7620
9097,0.7621
9101,0.7622
9103,0.7622
9103,0.7623
9105,0.7623
9107,0.7624
9112,0.7625
9115,0.7625
9117,0.7626
9121,0.7627
9124,0.7627
9125,0.7628
9126,0.7629
9126,0.7629
9127,0.7630
9129,0.7631
9133,0.7631
9135,0.7632
9138,0.7633
9142,0.7633
9144,0.7634
9146,0.7635
9146,0.7635
9147,0.7636
9148,0.7636
9151,0.7637
9152,0.7638
9154,0.7638
9158,0.7639
9160,0.7640
9163,0.7640
9163,0.7641
9164,0.7642
9165,0.7642
9169,0.7643
9169,0.7644
9172,0.7644
9174,0.7645
9177,0.7645
9182,0.7646
9184,0.7647
9188,0.7647
9193,0.7648
9196,0.7649
9198,0.7647
9198,0.7645
9201,0.7642
9206,0.7640
9208,0.7638
9211,0.7636
9215,0.7634
9218,0.7632
9221,0.7630
9221,0.7628
9223,0.7626
9227,0.7624
9228,0.7622
9230,0.7620
9231,0.7618
9236,0.7616
9237,0.7614
9242,0.7611
9243,0.7609
9246,0.7607
9248,0.7605
9249,0.7603
9250,0.7601
9252,0.7599
9253,0.7597
9256,0.7595
9259,0.7593
9264,0.7591
9269,0.7589
9273,0.7587
9276,0.7585
9280,0.7583
9283,0.7581
9284,0.7579
9285,0.7577
9286,0.7575
9286,0.7573
9287,0.7571
9287,0.7569
9290,0.7566
9294,0.7564
9296,0.7562
9296,0.7560
9298,0.7558
9298,0.7556
9301,0.7554
9304,0.7552
9308,0.7550
9310,0.7548
9313,0.7546
9316,0.7544
9317,0.7542
9320,0.7540
9323,0.7538
9327,0.7536
9328,0.7534
9332,0.7532
9335,0.7530
9336,0.7528
9339,0.7526
9342,0.7524
9346,0.7522
9351,0.7520
9353,0.7518
9356,0.7516
9360,0.7514
9362,0.7512
9363,0.7510
9364,0.7508
9365,0.7506
9365,0.7504
9369,0.7502
9372,0.7500
9372,0.7498
9376,0.7496
9379,0.7494
9383,0.7492
9385,0.7490
9388,0.7488
9392,0.7486
9396,0.7484
9401,0.7482
9404,0.7480
9407,0.7478
9409,0.7476
9412,0.7474
9412,0.7472
9416,0.7470
9417,0.7468
9421,0.7466
9423,0.7464
9426,0.7462
9429,0.7460
9434,0.7461
9436,0.7462
9438,0.7462
9441,0.7463
9445,0.7464
9446,0.7464
9450,0.7465
9454,0.7466
9456,0.7466
9457,0.7467
9459,0.7468
9463,0.7468
9466,0.7469
9469,0.7470
9474,0.7470
9475,0.7471
9479,0.7472
9482,0.7472
9484,0.7473
9486,0.7474
9487,0.7474
9488,0.7475
9492,0.7476
9493,0.7476
9494,0.7477
9497,0.7478
9500,0.7478
9500,0.7479
9501,0.7480
9504,0.7480
9507,0.7481
9510,0.7482
9513,0.7482
9517,0.7483
9519,0.7484
9524,0.7484
9525,0.7485
9528,0.7486
9533,0.7486
9533,0.7487
9536,0.7488
9537,0.7488
9542,0.7489
9543,0.7490
9547,0.7490
9551,0.7491
9554,0.7491
9554,0.7492
9556,0.7493
9559,0.7493
9560,0.7494
9563,0.7495
9565,0.7495
9566,0.7496
9568,0.7497
9570,0.7497
9571,0.7498
9575,0.7499
9580,0.7499
9585,0.7500
9589,0.7501
9591,0.7501
9591,0.7502
9595,0.7503
9600,0.7503
9604,0.7504
9607,0.7505
9609,0.7505
9614,0.7506
9615,0.7507
9620,0.7507
9621,0.7508
9622,0.7508
9626,0.7509
9628,0.7510
9632,0.7510
9633,0.7511
9636,0.7512
9639,0.7512
9643,0.7513
9647,0.7514
9651,0.7514
9655,0.7515
9656,0.7516
9657,0.7516
9658,0.7517
9660,0.7517
9661,0.7518
9663,0.7519
9667,0.7519
9672,0.7520
9677,0.7521
9677,0.7521
9679,0.7522
9681,0.7523
9685,0.7523
9687,0.7524
9692,0.7525
9695,0.7525
9697,0.7526
9698,0.7526
9703,0.7527
9704,0.7528
9708,0.7528
9709,0.7529
9711,0.7530
9713,0.7530
9714,0.7531
9718,0.7532
9723,0.7532
9726,0.7533
9730,0.7533
9734,0.7534
9737,0.7535
9739,0.7535
9741,0.7536
9745,0.7537
9748,0.7537
9751,0.7538
9755,0.7539
9756,0.7539
9760,0.7540
9764,0.7540
9768,0.7541
9770,0.7542
9773,0.7542
9776,0.7543
9777,0.7544
9781,0.7544
9786,0.7545
9788,0.7545
9791,0.7546
9793,0.7547
9797,0.7547
9802,0.7548
9805,0.7549
9809,0.7549
9812,0.7550
9812,0.7550
9814,0.7551
9814,0.7552
9815,0.7552
9815,0.7553
9818,0.7554
9820,0.7554
9824,0.7555
9824,0.7555
9829,0.7556
9832,0.7557
9835,0.7557
9840,0.7558
9843,0.7559
9846,0.7559
9851,0.7560
9851,0.7560
9852,0.7561
9855,0.7562
9859,0.7562
9864,0.7563
9869,0.7561
9872,0.7559
9875,0.7557
9879,0.7555
9882,0.7553
9885,0.7551
9887,0.7549
9888,0.7548
9892,0.7548
9894,0.7549
9895,0.7549
9897,0.7550
9900,0.7551
9901,0.7551
9903,0.7552
9905,0.7553
9908,0.7553
9912,0.7554
9915,0.7554
9920,0.7555
9925,0.7556
9928,0.7556
9929,0.7557
9933,0.7557
9937,0.7558
9938,0.7559
9943,0.7559
9948,0.7560
9950,0.7561
9953,0.7561
9955,0.7562
9958,0.7562
9962,0.7560
9967,0.7559
9971,0.7557
9976,0.7555
9978,0.7553
9980,0.7551
9983,0.7549
9986,0.7547
9987,0.7545
9989,0.7543
9989,0.7541
9993,0.7540
9995,0.7538
9999,0.7536
10004,0.7534
10008,0.7532
10012,0.7530
10014,0.7528
10017,0.7526
10020,0.7524
10023,0.7523
10026,0.7521
10027,0.7519
10032,0.7517
10035,0.7515
10040,0.7513
10042,0.7511
10043,0.7509
10046,0.7508
10051,0.7506
10055,0.7504
10059,0.7502
10059,0.7500
10060,0.7498
10062,0.7496
10064,0.7494
10066,0.7493
10069,0.7491
10073,0.7489
10076,0.7487
10078,0.7485
10082,0.7483
10083,0.7481
10088,0.7479
10089,0.7478
10090,0.7476
10093,0.7474
10094,0.7472
10096,0.7470
10099,0.7468
10100,0.7466
10104,0.7465
10106,0.7463
10109,0.7461
10113,0.7459
10115,0.7457
10120,0.7455
10122,0.7453
10125,0.7452
10125,0.7450
10128,0.7448
10132,0.7446
10133,0.7444
10136,0.7442
10139,0.7440
10140,0.7439
10143,0.7437
10148,0.7435
10152,0.7433
10156,0.7431
10157,0.7429
10157,0.7428
10162,0.7426
10162,0.7424
10165,0.7422
10167,0.7420
10171,0.7418
10175,0.7417
10176,0.7415
10177,0.7413
10180,0.7411
10181,0.7409
10183,0.7407
10183,0.7406
10185,0.7404
10187,0.7402
10188,0.7400
10190,0.7398
10192,0.7396
10196,0.7395
10199,0.7395
10204,0.7396
10205,0.7397
10209,0.7397
10212,0.7398
10213,0.7398
10217,0.7399
10221,0.7400
10222,0.7400
10226,0.7401
10228,0.7402
10232,0.7402
10234,0.7403
10234,0.7404
10235,0.7404
10236,0.7405
10236,0.7405
10240,0.7406
10241,0.7407
10245,0.7407
10250,0.7408
10252,0.7409
10253,0.7409
10255,0.7410
10258,0.7411
10262,0.7411
10265,0.7412
10266,0.7412
10266,0.7413
10267,0.7414
10270,0.7414
10275,0.7415
10277,0.7416
10279,0.7416
10284,0.7417
10287,0.7418
10287,0.7418
10287,0.7419
10291,0.7419
10291,0.7420
10294,0.7421
10297,0.7421
10299,0.7422
10302,0.7423
10304,0.7423
10309,0.7424
10309,0.7424
10312,0.7425
10316,0.7426
10319,0.7426
10323,0.7427
10324,0.7428
10325,0.7428
10327,0.7429
10331,0.7429
10335,0.7430
10337,0.7431
10339,0.7431
10342,0.7432
10342,0.7433
10342,0.7433
10344,0.7434
10349,0.7434
10353,0.7435
10357,0.7436
10360,0.7436
10362,0.7437
10366,0.7438
10369,0.7438
10372,0.7439
10374,0.7439
10374,0.7440
10379,0.7441
10379,0.7441
10382,0.7442
10387,0.7443
10391,0.7443
10394,0.7444
10396,0.7444
10401,0.7445
10404,0.7446
10408,0.7446
10409,0.7447
10411,0.7447
10415,0.7448
10416,0.7449
10416,0.7449
10421,0.7450
10421,0.7451
10423,0.7451
10425,0.7452
10426,0.7452
10429,0.7453
10433,0.7454
10436,0.7454
10438,0.7455
10438,0.7455
10441,0.7456
10444,0.7457
10444,0.7457
10446,0.7458
10448,0.7459
10451,0.7459
10455,0.7460
10458,0.7460
10458,0.7461
10458,0.7462
10460,0.7462
10461,0.7463
10463,0.7463
10467,0.7464
10471,0.7465
10475,0.7465
10476,0.7466
10478,0.7466
10483,0.7467
10485,0.7468
10490,0.7468
10493,0.7469
10495,0.7469
10500,0.7470
10502,0.7471
10504,0.7471
10506,0.7472
10506,0.7473
10511,0.7473
10512,0.7474
10515,0.7474
10518,0.7475
10523,0.7476
10525,0.7476
10527,0.7477
10531,0.7477
10534,0.7478
10538,0.7479
10543,0.7479
10548,0.7480
10549,0.7480
10552,0.7481
10553,0.7482
10554,0.7482
10556,0.7483
10561,0.7483
10561,0.7484
10562,0.7485
10565,0.7485
10568,0.7486
10573,0.7486
10574,0.7487
10579,0.7488
10580,0.7488
10582,0.7489
10584,0.7489
10585,0.7490
10587,0.7491
10589,0.7491
10592,0.7492
10593,0.7492
10597,0.7493
10598,0.7493
10601,0.7494
10606,0.7495
10608,0.7495
10610,0.7496
10613,0.7496
10614,0.7497
10618,0.7498
10619,0.7498
10623,0.7499
10627,0.7499
10627,0.7500
10632,0.7501
10636,0.7501
10637,0.7502
10641,0.7500
10642,0.7498
10645,0.7496
10648,0.7495
10652,0.7493
10654,0.7491
10656,0.7489
10658,0.7488
10658,0.7486
10661,0.7484
10666,0.7482
10669,0.7481
10673,0.7479
10675,0.7477
10676,0.7475
10680,0.7474
10681,0.7472
10685,0.7470
10688,0.7468
10691,0.7466
10692,0.7465
10695,0.7463
10697,0.7461
10700,0.7459
10703,0.7458
10705,0.7456
10705,0.7454
10708,0.7452
10710,0.7451
10715,0.7449
10717,0.7447
10719,0.7445
10720,0.7444
10721,0.7442
10726,0.7440
10727,0.7438
10731,0.7437
10731,0.7435
10731,0.7433
10736,0.7432
10739,0.7430
10740,0.7428
10741,0.7426
10741,0.7425
10742,0.7423
10746,0.7421
10750,0.7419
10751,0.7418
10752,0.7416
10753,0.7414
10758,0.7412
10759,0.7411
10760,0.7409
10765,0.7407
10769,0.7406
10772,0.7404
10775,0.7402
10778,0.7400
10780,0.7399
10781,0.7397
10782,0.7395
10784,0.7393
10789,0.7392
10792,0.7390
10796,0.7388
10800,0.7387
10804,0.7385
10805,0.7383
10806,0.7381
10808,0.7380
10813,0.7378
10813,0.7376
10816,0.7375
10819,0.7373
10822,0.7371
10825,0.7369
10827,0.7368
10828,0.7366
10830,0.7364
10833,0.7363
10838,0.7361
10840,0.7359
10842,0.7357
10842,0.7356
10847,0.7354
10849,0.7352
10850,0.7351
10852,0.7349
10855,0.7347
10859,0.7346
10861,0.7344
10865,0.7342
10869,0.7340
10871,0.7339
10873,0.7337
10875,0.7335
10877,0.7334
10882,0.7332
10887,0.7330
10891,0.7329
10892,0.7327
10895,0.7325
10896,0.7323
10897,0.7322
10898,0.7320
10899,0.7318
10900,0.7317
10903,0.7315
10908,0.7313
10912,0.7312
10915,0.7310
10919,0.7308
10921,0.7307
10923,0.7305
10927,0.7303
10931,0.7302
10932,0.7300
10933,0.7298
10934,0.7297
10939,0.7295
10940,0.7293
10940,0.7292
10945,0.7290
10950,0.7288
10951,0.7287
10952,0.7285
10955,0.7283
10960,0.7281
10961,0.7280
10966,0.7278
10968,0.7276
10968,0.7275
10973,0.7273
10977,0.7271
10981,0.7270
10984,0.7268
10988,0.7266
10988,0.7265
10991,0.7265
10995,0.7266
10995,0.7267
10999,0.7267
11003,0.7268
11007,0.7269
11011,0.7269
11016,0.7270
11018,0.7270
11021,0.7271
11022,0.7272
11027,0.7272
11028,0.7273
11028,0.7274
11032,0.7274
11035,0.7275
11035,0.7275
11037,0.7276
11038,0.7277
11043,0.7277
11046,0.7278
11051,0.7279
11052,0.7279
11056,0.7280
11057,0.7280
11058,0.7281
11063,0.7282
11067,0.7282
11070,0.7283
11070,0.7283
11071,0.7284
11072,0.7285
11075,0.7285
11076,0.7286
11079,0.7287
11084,0.7287
11088,0.7288
11091,0.7288
11092,0.7289
11092,0.7290
11095,0.7290
11097,0.7291
11101,0.7291
11102,0.7292
11107,0.7293
11110,0.7293
11114,0.7294
11114,0.7295
11114,0.7295
11119,0.7296
11124,0.7296
11126,0.7297
11130,0.7298
11130,0.7298
11135,0.7299
11140,0.7299
11144,0.7300
11149,0.7301
11154,0.7301
11158,0.7302
11161,0.7302
11164,0.7303
11166,0.7304
11170,0.7304
11175,0.7305
11178,0.7306
11180,0.7306
11184,0.7307
11188,0.7307
11191,0.7308
11192,0.7309
11193,0.7309
11193,0.7310
11196,0.7310
11196,0.7311
11197,0.7312
11198,0.7312
11200,0.7313
11202,0.7313
11203,0.7314
11206,0.7315
11207,0.7315
11210,0.7316
11211,0.7316
11211,0.7317
11216,0.7318
11220,0.7318
11223,0.7319
11223,0.7319
11226,0.7320
11226,0.7321
11226,0.7321
11230,0.7322
11231,0.7322
11233,0.7323
11236,0.7324
11238,0.7324
11239,0.7325
11241,0.7325
11243,0.7326
11245,0.7327
11246,0.7327
11251,0.7328
11253,0.7328
11256,0.7329
11258,0.7330
11259,0.7330
11261,0.7331
11261,0.7331
11266,0.7332
11266,0.7333
11267,0.7333
11271,0.7334
11273,0.7334
11277,0.7335
11279,0.7336
11279,0.7336
11280,0.7337
11282,0.7337
11285,0.7338
11287,0.7339
11288,0.7339
11291,0.7340
11295,0.7340
11299,0.7341
11303,0.7341
11305,0.7342
11310,0.7343
11311,0.7343
11312,0.7344
11316,0.7344
11320,0.7345
11322,0.7346
11325,0.7346
11326,0.7347
11327,0.7347
11327,0.7348
11332,0.7349
11336,0.7349
11341,0.7350
11344,0.7350
11348,0.7351
11351,0.7352
11356,0.7352
11359,0.7353
11361,0.7353
11363,0.7354
11365,0.7354
11366,0.7355
11370,0.7356
11372,0.7356
11375,0.7357
11376,0.7357
11379,0.7358
11384,0.7359
11386,0.7359
11388,0.7360
11391,0.7360
11394,0.7361
11399,0.7361
11404,0.7362
11405,0.7363
11409,0.7363
11412,0.7364
11417,0.7364
11420,0.7365
11422,0.7366
11422,0.7366
11426,0.7367
11427,0.7367
11429,0.7368
11432,0.7368
11436,0.7369
11440,0.7370
11442,0.7370
11445,0.7371
11447,0.7371
11447,0.7372
11448,0.7372
11448,0.7373
11451,0.7374
11451,0.7374
11453,0.7375
11456,0.7375
11457,0.7376
11458,0.7377
11462,0.7377
11462,0.7378
11466,0.7378
11468,0.7379
11471,0.7379
11474,0.7380
11474,0.7381
11477,0.7381
11481,0.7382
11484,0.7382
11485,0.7383
11488,0.7383
11489,0.7384
11490,0.7385
11495,0.7385
11496,0.7386
11497,0.7386
11499,0.7387
11501,0.7387
11503,0.7388
11504,0.7389
11505,0.7389
11508,0.7390
11510,0.7390
11510,0.7391
11511,0.7391
11511,0.7392
11515,0.7393
11517,0.7393
11521,0.7394
11525,0.7394
11526,0.7395
11526,0.7395
11528,0.7396
11530,0.7397
11531,0.7397
11531,0.7398
11536,0.7398
11538,0.7399
11539,0.7399
11540,0.7400
11541,0.7400
11545,0.7399
11547,0.7397
11548,0.7396
11552,0.7394
11553,0.7392
11557,0.7391
11560,0.7389
11563,0.7388
11564,0.7386
11569,0.7384
11572,0.7383
11572,0.7381
11576,0.7380
11577,0.7378
11581,0.7376
11583,0.7375
11587,0.7373
11588,0.7372
11591,0.7370
11592,0.7368
11596,0.7367
11597,0.7365
11598,0.7364
11600,0.7362
11602,0.7360
11605,0.7359
11606,0.7357
11608,0.7356
11610,0.7354
11615,0.7352
11620,0.7351
11623,0.7349
11627,0.7348
11628,0.7346
11629,0.7345
11633,0.7345
11635,0.7346
11637,0.7346
11637,0.7347
11640,0.7347
11643,0.7348
11644,0.7349
11645,0.7349
11645,0.7350
11648,0.7350
11650,0.7351
11654,0.7351
11657,0.7352
11660,0.7353
11665,0.7353
11668,0.7354
11672,0.7354
11674,0.7355
11676,0.7355
11679,0.7356
11681,0.7357
11683,0.7357
11685,0.7358
11687,0.7358
11690,0.7359
11693,0.7359
11695,0.7360
11696,0.7361
11696,0.7361
11701,0.7362
11701,0.7362
11706,0.7361
11708,0.7359
11708,0.7357
11711,0.7356
11711,0.7354
11713,0.7353
11714,0.7351
11715,0.7350
11717,0.7348
11720,0.7346
11724,0.7345
11727,0.7343
11729,0.7342
11733,0.7340
11736,0.7339
11739,0.7337
11740,0.7335
11745,0.7334
11748,0.7332
11753,0.7331
11754,0.7329
11758,0.7328
11762,0.7326
11763,0.7325
11765,0.7323
11767,0.7321
11770,0.7320
11772,0.7318
11776,0.7317
11781,0.7315
11784,0.7314
11789,0.7312
11790,0.7310
11795,0.7309
11799,0.7307
11799,0.7306
11803,0.7304
11803,0.7303
11807,0.7301
11808,0.7300
11811,0.7298
11815,0.7296
11818,0.7295
11822,0.7293
11823,0.7292
11827,0.7290
11828,0.7289
11833,0.7287
11834,0.7286
11838,0.7284
11841,0.7283
11843,0.7281
11845,0.7279
11846,0.7278
11848,0.7276
11851,0.7275
11852,0.7273
11855,0.7272
11858,0.7270
11859,0.7269
11860,0.7269
11864,0.7270
11868,0.7270
11869,0.7271
11874,0.7272
11875,0.7272
11878,0.7273
11880,0.7273
11880,0.7274
11884,0.7274
11889,0.7275
11891,0.7276
11893,0.7276
11897,0.7277
11902,0.7277
11902,0.7278
11903,0.7278
11906,0.7279
11909,0.7280
11909,0.7280
11910,0.7281
11913,0.7281
11915,0.7282
11916,0.7282
11917,0.7283
11920,0.7284
11924,0.7284
11929,0.7285
11933,0.7285
11934,0.7286
11936,0.7286
11937,0.7287
11939,0.7288
11940,0.7288
11941,0.7289
11944,0.7289
11947,0.7290
11948,0.7290
11952,0.7291
11952,0.7292
11953,0.7292
11957,0.7293
11961,0.7293
11962,0.7294
11964,0.7294
11965,0.7295
11967,0.7296
11967,0.7296
11972,0.7297
11973,0.7297
11976,0.7298
11977,0.7298
11982,0.7299
11986,0.7300
11987,0.7300
11991,0.7301
11995,0.7301
11996,0.7302
12000,0.7302
12005,0.7303
12006,0.7304
12007,0.7304
12008,0.7305
12012,0.7305
12014,0.7306
12016,0.7306
12021,0.7307
12023,0.7307
12026,0.7308
12030,0.7309
12032,0.7309
12032,0.7310
12037,0.7310
12038,0.7311
12041,0.7311
12043,0.7312
12047,0.7312
12049,0.7313
12050,0.7314
12053,0.7314
12057,0.7315
12060,0.7315
12064,0.7316
12065,0.7316
12067,0.7317
12070,0.7318
12074,0.7318
12074,0.7319
12076,0.7319
12078,0.7320
12082,0.7320
12084,0.7321
12089,0.7321
12093,0.7322
12094,0.7323
12098,0.7323
12101,0.7324
12102,0.7324
12103,0.7325
12105,0.7325
12107,0.7326
12110,0.7326
12113,0.7327
12118,0.7328
12118,0.7328
12121,0.7329
12123,0.7329
12126,0.7330
12130,0.7330
12135,0.7331
12140,0.7331
12141,0.7332
12142,0.7333
12143,0.7333
12144,0.7334
12149,0.7334
12154,0.7335
12157,0.7335
12161,0.7336
12163,0.7336
12165,0.7337
12170,0.7337
12173,0.7338
12176,0.7339
12178,0.7339
12179,0.7340
12181,0.7340
12183,0.7341
12185,0.7341
12188,0.7342
12189,0.7342
12194,0.7343
12198,0.7343
12198,0.7344
12200,0.7345
12204,0.7345
12205,0.7346
12209,0.7346
12212,0.7347
12215,0.7347
12219,0.7348
12222,0.7348
12224,0.7349
12228,0.7349
12229,0.7350
12229,0.7351
12230,0.7351
12231,0.7352
12236,0.7352
12236,0.7353
12238,0.7353
12239,0.7354
12242,0.7354
12246,0.7355
12249,0.7355
12252,0.7356
12255,0.7355
12255,0.7353
12259,0.7354
12264,0.7354
12264,0.7355
12266,0.7355
12267,0.7356
12268,0.7356
12273,0.7357
12277,0.7357
12279,0.7358
12280,0.7358
12284,0.7359
12287,0.7359
12288,0.7360
12289,0.7361
12292,0.7361
12297,0.7362
12298,0.7362
12300,0.7363
12301,0.7363
12305,0.7364
12307,0.7364
12307,0.7365
12309,0.7365
12312,0.7366
12316,0.7366
12321,0.7367
12324,0.7368
12326,0.7368
12327,0.7369
12331,0.7369
12334,0.7370
12337,0.7370
12339,0.7371
12340,0.7371
12343,0.7372
12345,0.7372
12349,0.7373
12353,0.7373
12353,0.7374
12354,0.7375
12357,0.7375
12361,0.7376
12362,0.7376
12363,0.7377
12365,0.7377
12366,0.7378
12367,0.7378
12369,0.7379
12372,0.7379
12377,0.7380
12379,0.7380
12382,0.7381
12385,0.7381
12388,0.7382
12388,0.7382
12389,0.7383
12393,0.7384
12397,0.7384
12397,0.7385
12398,0.7385
12399,0.7386
12399,0.7386
12401,0.7387
12402,0.7387
12405,0.7388
12408,0.7388
12410,0.7389
12414,0.7389
12415,0.7390
12416,0.7390
12419,0.7391
12423,0.7391
12425,0.7392
12425,0.7393
12426,0.7393
12429,0.7394
12431,0.7394
12435,0.7395
12437,0.7395
12440,0.7396
12441,0.7396
12445,0.7397
12448,0.7397
12452,0.7398
12455,0.7398
12460,0.7399
12462,0.7399
12465,0.7400
12469,0.7400
12470,0.7401
12473,0.7401
12474,0.7402
12475,0.7402
12479,0.7403
12481,0.7404
12483,0.7404
12483,0.7405
12483,0.7405
12486,0.7406
12490,0.7406
12495,0.7407
12497,0.7407
12501,0.7408
12505,0.7408
12509,0.7409
12510,0.7409
12514,0.7410
12518,0.7410
12521,0.7411
12525,0.7411
12525,0.7412
12526,0.7412
12530,0.7411
12532,0.7409
12535,0.7408
12538,0.7406
12539,0.7405
12542,0.7403
12543,0.7402
12546,0.7401
12550,0.7399
12554,0.7398
12556,0.7396
12558,0.7395
12558,0.7393
12559,0.7392
12562,0.7390
12567,0.7389
12568,0.7387
12573,0.7386
12576,0.7384
12576,0.7383
12579,0.7381
12580,0.7380
12582,0.7378
12583,0.7377
12588,0.7375
12590,0.7374
12592,0.7373
12594,0.7371
12595,0.7370
12598,0.7368
12601,0.7367
12605,0.7365
12608,0.7364
12612,0.7362
12612,0.7361
12617,0.7359
12621,0.7360
12624,0.7360
12628,0.7361
12631,0.7361
12635,0.7362
12639,0.7362
12642,0.7363
12644,0.7364
12647,0.7364
12648,0.7365
12649,0.7365
12653,0.7366
12655,0.7366
12658,0.7367
12658,0.7367
12658,0.7368
12660,0.7368
12660,0.7369
12662,0.7369
12665,0.7370
12665,0.7370
12667,0.7371
12668,0.7371
12671,0.7372
12671,0.7372
12675,0.7373
12678,0.7373
12682,0.7374
12682,0.7374
12682,0.7375
12684,0.7375
12685,0.7376
12685,0.7377
12690,0.7377
12692,0.7378
12695,0.7378
12696,0.7379
12701,0.7379
12705,0.7380
12706,0.7380
12707,0.7381
12712,0.7381
12714,0.7382
12719,0.7382
12720,0.7383
12723,0.7383
12725,0.7384
12726,0.7384
12728,0.7385
12731,0.7385
12734,0.7386
12739,0.7386
12740,0.7387
12742,0.7387
12746,0.7388
12748,0.7388
12749,0.7389
12749,0.7389
12752,0.7390
12755,0.7390
12755,0.7391
12756,0.7391
12759,0.7392
12760,0.7392
12763,0.7393
12766,0.7394
12767,0.7394
12769,0.7395
12769,0.7395
12770,0.7396
12774,0.7396
12777,0.7397
12781,0.7397
12783,0.7398
12784,0.7398
12788,0.7399
12790,0.7399
12791,0.7400
12795,0.7400
12799,0.7401
12803,0.7401
12804,0.7402
12806,0.7402
12809,0.7403
12811,0.7403
12811,0.7404
12812,0.7404
12817,0.7405
12820,0.7405
12822,0.7406
12826,0.7406
12829,0.7407
12832,0.7407
12836,0.7408
12838,0.7408
12841,0.7409
12845,0.7409
12849,0.7410
12850,0.7410
12850,0.7411
12852,0.7411
12852,0.7412
12854,0.7412
12854,0.7413
12859,0.7413
12860,0.7414
12863,0.7414
12865,0.7415
12870,0.7415
12873,0.7416
12875,0.7416
12877,0.7417
12879,0.7417
12879,0.7418
12879,0.7418
12880,0.7419
12884,0.7419
12887,0.7420
12889,0.7420
12891,0.7421
12896,0.7421
12898,0.7422
12903,0.7422
12905,0.7423
12909,0.7423
12910,0.7424
12911,0.7424
12914,0.7425
12915,0.7425
12916,0.7426
12916,0.7426
12916,0.7427
12918,0.7427
12921,0.7428
12922,0.7428
12922,0.7429
12926,0.7429
12927,0.7430
12931,0.7430
12933,0.7431
12937,0.7431
12938,0.7432
12942,0.7432
12945,0.7433
12948,0.7433
12953,0.7434
12954,0.7434
12955,0.7435
12956,0.7435
12960,0.7436
12965,0.7436
12969,0.7437
12974,0.7437
12978,0.7438
12980,0.7438
12983,0.7439
12988,0.7439
12991,0.7440
12993,0.7440
12993,0.7441
12996,0.7441
12999,0.7442
13002,0.7442
13004,0.7443
13005,0.7443
13006,0.7444
13008,0.7444
13010,0.7445
13012,0.7445
13015,0.7446
13015,0.7446
13019,0.7447
13024,0.7447
13027,0.7448
13029,0.7448
13034,0.7449
13037,0.7449
13039,0.7450
13042,0.7450
13046,0.7451
13050,0.7451
13054,0.7452
13056,0.7452
13060,0.7453
13063,0.7453
13066,0.7453
13066,0.7454
13071,0.7454
13075,0.7455
13078,0.7455
13081,0.7456
13083,0.7456
13084,0.7457
13088,0.7457
13091,0.7458
13092,0.7458
13092,0.7459
13094,0.7459
13098,0.7460
13099,0.7460
13100,0.7461
13103,0.7461
13105,0.7462
13108,0.7462
13112,0.7463
13112,0.7463
13113,0.7464
13114,0.7464
13116,0.7465
13119,0.7465
13124,0.7466
13128,0.7466
13131,0.7467
13133,0.7467
13137,0.7468
13139,0.7468
13142,0.7469
13142,0.7469
13146,0.7470
13150,0.7470
13152,0.7470
13156,0.7471
13160,0.7471
13161,0.7472
13165,0.7472
13168,0.7473
13172,0.7473
13173,0.7474
13177,0.7474
13178,0.7475
13179,0.7475
13179,0.7476
13182,0.7476
13185,0.7477
13187,0.7477
13189,0.7478
13192,0.7478
13195,0.7479
13199,0.7479
13200,0.7480
