# vtime(s),emu-avail(%) for mode:combinatory target-avail(%)=0.6000
8883,0.8044
8885,0.8044
8886,0.8045
8890,0.8045
8893,0.8046
8897,0.8046
8898,0.8047
8901,0.8048
8905,0.8048
8907,0.8049
8909,0.8049
8912,0.8050
8913,0.8050
8917,0.8051
8919,0.8051
8920,0.8052
8923,0.8053
8924,0.8053
8927,0.8054
8932,0.8054
8936,0.8055
8936,0.8055
8940,0.8056
8944,0.8056
8945,0.8057
8946,0.8058
8948,0.8058
8949,0.8059
8950,0.8059
8951,0.8060
8954,0.8060
8959,0.8061
8960,0.8061
8961,0.8062
8961,0.8062
8962,0.8063
8964,0.8064
8965,0.8064
8967,0.8065
8969,0.8065
8971,0.8066
8972,0.8066
8976,0.8067
8980,0.8067
8984,0.8068
8987,0.8068
8987,0.8069
8991,0.8069
8992,0.8070
8993,0.8071
8996,0.8071
8998,0.8072
9001,0.8072
9003,0.8073
9005,0.8073
9010,0.8074
9014,0.8074
9015,0.8075
9017,0.8075
9019,0.8076
9024,0.8076
9027,0.8077
9028,0.8078
9028,0.8078
9032,0.8079
9036,0.8079
9041,0.8080
9043,0.8080
9046,0.8081
9051,0.8081
9053,0.8082
9056,0.8082
9057,0.8083
9062,0.8083
9067,0.8084
9071,0.8085
9075,0.8085
9077,0.8086
9079,0.8086
9079,0.8087
9080,0.8087
9084,0.8088
9086,0.8088
9090,0.8089
9094,0.8089
9099,0.8090
9100,0.8090
9101,0.8091
9102,0.8091
9104,0.8092
9107,0.8092
9112,0.8093
9115,0.8094
9119,0.8094
9120,0.8095
9125,0.8095
9127,0.8096
9129,0.8096
9131,0.8097
9132,0.8097
9137,0.8098
9137,0.8098
9139,0.8099
9140,0.8099
9144,0.8100
9144,0.8100
9146,0.8101
9146,0.8101
9150,0.8102
9151,0.8102
9154,0.8103
9157,0.8103
9160,0.8104
9163,0.8105
9165,0.8105
9167,0.8106
9167,0.8106
9168,0.8107
9171,0.8107
9175,0.8108
9175,0.8108
9180,0.8109
9185,0.8109
9188,0.8110
9189,0.8110
9192,0.8111
9194,0.8111
9199,0.8112
9201,0.8112
9203,0.8113
9208,0.8113
9212,0.8114
9214,0.8114
9218,0.8115
9221,0.8115
9226,0.8116
9228,0.8116
9228,0.8117
9233,0.8117
9234,0.8118
9237,0.8119
9238,0.8119
9240,0.8120
9243,0.8120
9245,0.8121
9246,0.8121
9250,0.8122
9254,0.8122
9258,0.8123
9261,0.8123
9265,0.8124
9267,0.8124
9267,0.8125
9271,0.8125
9275,0.8126
9278,0.8126
9282,0.8127
9283,0.8127
9283,0.8128
9288,0.8126
9292,0.8123
9294,0.8121
9295,0.8119
9298,0.8117
9301,0.8114
9305,0.8112
9308,0.8110
9311,0.8108
9313,0.8106
9316,0.8103
9317,0.8101
9321,0.8099
9325,0.8097
9329,0.8095
9330,0.8093
9333,0.8090
9334,0.8088
9339,0.8086
9341,0.8084
9344,0.8082
9346,0.8079
9347,0.8077
9351,0.8075
9355,0.8073
9355,0.8071
9355,0.8069
9360,0.8066
9364,0.8064
9369,0.8062
9373,0.8060
9373,0.8058
9374,0.8055
9375,0.8053
9379,0.8051
9384,0.8049
9388,0.8047
9392,0.8045
9395,0.8042
9399,0.8040
9399,0.8038
9404,0.8036
9408,0.8034
9410,0.8032
9410,0.8030
9412,0.8027
9417,0.8025
9421,0.8023
9425,0.8021
9425,0.8019
9428,0.8017
9433,0.8014
9437,0.8012
9440,0.8010
9444,0.8008
9445,0.8006
9448,0.8004
9453,0.8002
9455,0.7999
9458,0.7997
9459,0.7995
9460,0.7993
9461,0.7991
9465,0.7989
9469,0.7987
9471,0.7985
9473,0.7982
9475,0.7980
9479,0.7978
9481,0.7976
9484,0.7974
9487,0.7972
9488,0.7970
9491,0.7968
9495,0.7965
9498,0.7963
9501,0.7961
9505,0.7959
9506,0.7957
9509,0.7955
9512,0.7953
9515,0.7951
9515,0.7948
9518,0.7946
9520,0.7944
9523,0.7942
9528,0.7940
9531,0.7938
9536,0.7936
9540,0.7934
9544,0.7932
9548,0.7929
9550,0.7927
9552,0.7925
9555,0.7923
9559,0.7921
9562,0.7919
9567,0.7917
9570,0.7915
9571,0.7913
9573,0.7911
9576,0.7909
9580,0.7906
9585,0.7904
9586,0.7902
9587,0.7900
9591,0.7898
9595,0.7899
9599,0.7899
9600,0.7900
9603,0.7900
9607,0.7901
9611,0.7901
9612,0.7902
9613,0.7903
9617,0.7903
9619,0.7904
9623,0.7904
9627,0.7905
9631,0.7905
9631,0.7906
9635,0.7906
9635,0.7907
9639,0.7907
9639,0.7908
9642,0.7909
9647,0.7909
9649,0.7910
9652,0.7910
9656,0.7911
9659,0.7911
9662,0.7912
9665,0.7912
9669,0.7913
9670,0.7913
9673,0.7914
9677,0.7915
9677,0.7915
9682,0.7916
9686,0.7916
9690,0.7917
9695,0.7917
9697,0.7918
9697,0.7918
9701,0.7919
9702,0.7919
9704,0.7920
9709,0.7921
9713,0.7921
9713,0.7922
9718,0.7922
9719,0.7923
9720,0.7923
9720,0.7924
9723,0.7924
9727,0.7925
9730,0.7925
9731,0.7926
9735,0.7927
9735,0.7927
9738,0.7928
9742,0.7928
9746,0.7929
9751,0.7929
9754,0.7930
9755,0.7930
9758,0.7931
9762,0.7931
9766,0.7932
9768,0.7932
9768,0.7933
9770,0.7934
9771,0.7934
9772,0.7935
9775,0.7935
9776,0.7936
9779,0.7936
9780,0.7937
9784,0.7937
9786,0.7938
9789,0.7938
9793,0.7939
9794,0.7939
9795,0.7940
9798,0.7940
9801,0.7941
9802,0.7942
9803,0.7942
9807,0.7943
9808,0.7943
9813,0.7944
9815,0.7944
9817,0.7945
9819,0.7945
9820,0.7946
9823,0.7946
9826,0.7947
9829,0.7947
9830,0.7948
9832,0.7948
9834,0.7949
9836,0.7950
9836,0.7950
9836,0.7951
9838,0.7951
9842,0.7952
9844,0.7952
9848,0.7953
9850,0.7953
9851,0.7954
9852,0.7954
9852,0.7955
9856,0.7955
9858,0.7956
9862,0.7956
9866,0.7957
9867,0.7957
9871,0.7958
9873,0.7958
9875,0.7959
9875,0.7959
9875,0.7960
9877,0.7961
9877,0.7961
9882,0.7962
9885,0.7962
9887,0.7963
9889,0.7963
9891,0.7964
9896,0.7964
9901,0.7965
9902,0.7965
9904,0.7966
9907,0.7966
9911,0.7967
9915,0.7967
9919,0.7968
9921,0.7968
9924,0.7969
9926,0.7969
9927,0.7970
9929,0.7970
9931,0.7971
9935,0.7971
9935,0.7972
9940,0.7972
9944,0.7973
9945,0.7974
9949,0.7974
9949,0.7975
9952,0.7975
9952,0.7976
9957,0.7976
9957,0.7977
9957,0.7977
9959,0.7978
9959,0.7978
9961,0.7979
9962,0.7979
9962,0.7980
9966,0.7980
9969,0.7981
9972,0.7981
9975,0.7982
9976,0.7982
9980,0.7983
9980,0.7983
9982,0.7984
9984,0.7984
9986,0.7985
9987,0.7985
9988,0.7986
9990,0.7986
9991,0.7987
9994,0.7987
9999,0.7988
10004,0.7988
10004,0.7989
10005,0.7989
10010,0.7990
10014,0.7990
10016,0.7991
10020,0.7991
10024,0.7992
10024,0.7992
10025,0.7993
10027,0.7993
10032,0.7994
10034,0.7994
10035,0.7995
10037,0.7995
10039,0.7996
10042,0.7996
10046,0.7997
10050,0.7997
10050,0.7998
10051,0.7998
10055,0.7999
10057,0.7999
10058,0.8000
10061,0.8001
10061,0.8001
10065,0.8002
10070,0.8002
10075,0.8003
10078,0.8003
10082,0.8004
10084,0.8004
10085,0.8005
10090,0.8005
10091,0.8006
10095,0.8006
10099,0.8007
10100,0.8007
10103,0.8008
10104,0.8008
10106,0.8009
10109,0.8009
10110,0.8010
10111,0.8010
10115,0.8010
10118,0.8011
10118,0.8011
10121,0.8012
10125,0.8012
10125,0.8013
10126,0.8013
10129,0.8014
10131,0.8014
10134,0.8015
10135,0.8015
10136,0.8016
10136,0.8016
10139,0.8017
10141,0.8017
10145,0.8018
10146,0.8018
10148,0.8019
10151,0.8019
10155,0.8020
10157,0.8020
10161,0.8021
10161,0.8021
10165,0.8022
10168,0.8022
10173,0.8023
10177,0.8023
10180,0.8024
10184,0.8024
10185,0.8025
10186,0.8025
10189,0.8026
10189,0.8026
10194,0.8027
10197,0.8027
10201,0.8028
10203,0.8028
10205,0.8029
10207,0.8027
10210,0.8025
10212,0.8023
10213,0.8021
10216,0.8019
10220,0.8017
10222,0.8017
10224,0.8018
10228,0.8018
10230,0.8019
10234,0.8019
10237,0.8020
10239,0.8020
10242,0.8021
10245,0.8021
10248,0.8022
10251,0.8022
10252,0.8023
10254,0.8023
10257,0.8024
10261,0.8024
10264,0.8025
10268,0.8025
10271,0.8026
10271,0.8026
10275,0.8027
10275,0.8027
10278,0.8028
10282,0.8028
10285,0.8029
10289,0.8029
10291,0.8029
10295,0.8030
10298,0.8030
10302,0.8031
10305,0.8031
10309,0.8032
10310,0.8032
10313,0.8033
10317,0.8033
10319,0.8034
10322,0.8034
10326,0.8035
10328,0.8035
10331,0.8036
10334,0.8036
10336,0.8037
10337,0.8037
10341,0.8038
10344,0.8038
10346,0.8039
10348,0.8039
10352,0.8040
10355,0.8040
10355,0.8041
10356,0.8041
10360,0.8042
10361,0.8042
10363,0.8042
10367,0.8043
10371,0.8043
10373,0.8044
10374,0.8044
10376,0.8045
10378,0.8045
10382,0.8046
10386,0.8046
10387,0.8047
10388,0.8047
10392,0.8048
10394,0.8048
10398,0.8049
10399,0.8049
10399,0.8050
10404,0.8050
10405,0.8051
10409,0.8051
10409,0.8052
10414,0.8052
10418,0.8052
10419,0.8053
10420,0.8053
10420,0.8054
10424,0.8054
10426,0.8055
10430,0.8055
10433,0.8056
10436,0.8056
10439,0.8057
10442,0.8057
10443,0.8058
10446,0.8058
10446,0.8059
10448,0.8059
10451,0.8060
10453,0.8060
10458,0.8060
10460,0.8061
10462,0.8061
10463,0.8062
10465,0.8062
10470,0.8060
10471,0.8058
10476,0.8056
10480,0.8055
10483,0.8053
10486,0.8051
10488,0.8049
10492,0.8047
10492,0.8045
10497,0.8043
10500,0.8041
10502,0.8039
10507,0.8037
10509,0.8035
10509,0.8033
10510,0.8031
10513,0.8029
10515,0.8027
10519,0.8025
10521,0.8024
10524,0.8022
10529,0.8020
10532,0.8018
10537,0.8016
10538,0.8014
10543,0.8012
10545,0.8010
10547,0.8008
10549,0.8006
10552,0.8004
10552,0.8002
10552,0.8000
10553,0.7999
10554,0.7997
10557,0.7995
10560,0.7993
10562,0.7991
10566,0.7989
10568,0.7987
10571,0.7985
10571,0.7983
10575,0.7981
10575,0.7979
10577,0.7978
10577,0.7976
10581,0.7974
10585,0.7972
10586,0.7970
10586,0.7968
10587,0.7966
10587,0.7964
10591,0.7962
10592,0.7960
10594,0.7959
10599,0.7957
10601,0.7955
10602,0.7953
10606,0.7951
10609,0.7949
10612,0.7947
10614,0.7945
10617,0.7943
10618,0.7941
10619,0.7940
10619,0.7938
10622,0.7936
10624,0.7934
10627,0.7932
10630,0.7930
10634,0.7928
10637,0.7926
10639,0.7927
10641,0.7927
10645,0.7928
10647,0.7928
10650,0.7929
10655,0.7929
10660,0.7930
10664,0.7930
10666,0.7931
10669,0.7931
10673,0.7932
10677,0.7932
10681,0.7933
10685,0.7933
10689,0.7934
10690,0.7934
10693,0.7935
10696,0.7935
10696,0.7936
10701,0.7936
10703,0.7937
10707,0.7937
10709,0.7938
10714,0.7938
10716,0.7939
10720,0.7939
10722,0.7940
10722,0.7940
10725,0.7941
10726,0.7941
10730,0.7942
10732,0.7942
10734,0.7942
10738,0.7943
10742,0.7943
10742,0.7944
10743,0.7944
10744,0.7945
10749,0.7945
10752,0.7946
10756,0.7946
10759,0.7947
10763,0.7947
10767,0.7948
10767,0.7948
10768,0.7949
10772,0.7949
10773,0.7950
10774,0.7950
10776,0.7951
10780,0.7951
10784,0.7952
10786,0.7952
10786,0.7953
10787,0.7953
10792,0.7954
10795,0.7954
10797,0.7955
10801,0.7955
10802,0.7956
10805,0.7956
10808,0.7956
10808,0.7957
10808,0.7957
10812,0.7958
10817,0.7958
10820,0.7959
10820,0.7959
10822,0.7960
10825,0.7960
10830,0.7961
10834,0.7961
10834,0.7962
10838,0.7962
10842,0.7963
10844,0.7963
10845,0.7964
10848,0.7964
10849,0.7965
10853,0.7965
10854,0.7966
10857,0.7966
10859,0.7966
10859,0.7967
10864,0.7967
10865,0.7968
10865,0.7968
10867,0.7969
10871,0.7969
10875,0.7970
10876,0.7970
10878,0.7971
10883,0.7971
10885,0.7972
10887,0.7972
10888,0.7973
10893,0.7973
10893,0.7974
10897,0.7974
10900,0.7974
10904,0.7975
10908,0.7975
10909,0.7976
10910,0.7976
10912,0.7977
10915,0.7977
10916,0.7978
10920,0.7978
10924,0.7979
10926,0.7979
10931,0.7980
10931,0.7980
10934,0.7981
10937,0.7981
10939,0.7982
10943,0.7982
10945,0.7982
10948,0.7983
10951,0.7983
10953,0.7984
10957,0.7984
10961,0.7985
10964,0.7985
10966,0.7986
10971,0.7986
10971,0.7987
10972,0.7987
10976,0.7988
10979,0.7988
10980,0.7988
10981,0.7989
10984,0.7989
10985,0.7990
10986,0.7990
10989,0.7991
10994,0.7991
10998,0.7992
10999,0.7992
11000,0.7993
11002,0.7993
11004,0.7994
11009,0.7994
11012,0.7994
11013,0.7995
11013,0.7995
11017,0.7996
11021,0.7996
11024,0.7997
11027,0.7997
11028,0.7998
11031,0.7998
11031,0.7999
11033,0.7999
11035,0.8000
11037,0.8000
11037,0.8000
11040,0.8001
11042,0.8001
11043,0.8002
11044,0.8002
11047,0.8003
11051,0.8003
11055,0.8004
11058,0.8004
11061,0.8005
11065,0.8005
11069,0.8005
11074,0.8006
11078,0.8006
11080,0.8007
11083,0.8007
11086,0.8008
11088,0.8008
11091,0.8009
11094,0.8009
11099,0.8010
11101,0.8010
11102,0.8010
11104,0.8011
11105,0.8011
11108,0.8012
11109,0.8012
11110,0.8013
11115,0.8013
11115,0.8014
11120,0.8014
11122,0.8015
11125,0.8015
11127,0.8015
11131,0.8016
11136,0.8016
11141,0.8017
11142,0.8017
11146,0.8018
11148,0.8018
11150,0.8019
11152,0.8019
11156,0.8020
11160,0.8020
11161,0.8020
11166,0.8021
11170,0.8021
11173,0.8022
11174,0.8022
11178,0.8023
11183,0.8023
11188,0.8024
11190,0.8024
11192,0.8024
11193,0.8025
11196,0.8025
11200,0.8026
11205,0.8026
11207,0.8027
11210,0.8027
11211,0.8028
11215,0.8028
11220,0.8028
11224,0.8029
11227,0.8029
11231,0.8030
11233,0.8030
11233,0.8031
11236,0.8031
11240,0.8032
11245,0.8032
11245,0.8032
11249,0.8033
11252,0.8033
11255,0.8034
11258,0.8034
11258,0.8035
11262,0.8035
11266,0.8036
11266,0.8036
11268,0.8036
11273,0.8037
11276,0.8037
11280,0.8038
11284,0.8038
11285,0.8039
11288,0.8039
11292,0.8040
11297,0.8040
11299,0.8040
11301,0.8041
11305,0.8041
11305,0.8042
11309,0.8042
11309,0.8043
11310,0.8043
11314,0.8043
11316,0.8044
11317,0.8044
11317,0.8045
11318,0.8045
11319,0.8046
11320,0.8046
11320,0.8047
11323,0.8047
11326,0.8047
11330,0.8048
11334,0.8048
11336,0.8049
11337,0.8049
11342,0.8050
11342,0.8050
11343,0.8050
11345,0.8051
11348,0.8051
11348,0.8052
11352,0.8052
11354,0.8053
11358,0.8053
11361,0.8054
11363,0.8054
11366,0.8054
11368,0.8055
11372,0.8055
11373,0.8056
11373,0.8056
11376,0.8057
11377,0.8057
11379,0.8057
11383,0.8058
11385,0.8058
11388,0.8059
11389,0.8059
11393,0.8060
11393,0.8060
11395,0.8060
11396,0.8061
11396,0.8061
11398,0.8062
11400,0.8062
11401,0.8063
11404,0.8063
11406,0.8063
11406,0.8064
11408,0.8064
11409,0.8065
11410,0.8065
11411,0.8066
11415,0.8066
11415,0.8066
11416,0.8067
11416,0.8067
11420,0.8068
11420,0.8068
11424,0.8069
11425,0.8069
11425,0.8069
11430,0.8070
11431,0.8070
11433,0.8071
11437,0.8071
11439,0.8072
11444,0.8072
11448,0.8072
11451,0.8073
11451,0.8073
11456,0.8074
11460,0.8074
11461,0.8075
11463,0.8075
11464,0.8075
11464,0.8076
11466,0.8074
11466,0.8072
11466,0.8070
11471,0.8069
11473,0.8067
11475,0.8065
11476,0.8063
11477,0.8062
11479,0.8060
11482,0.8058
11487,0.8056
11491,0.8057
11493,0.8057
11495,0.8058
11496,0.8058
11499,0.8058
11502,0.8059
11502,0.8059
11506,0.8060
11510,0.8060
11514,0.8061
11517,0.8061
11521,0.8061
11523,0.8062
11528,0.8062
11531,0.8063
11531,0.8063
11534,0.8064
11539,0.8064
11539,0.8064
11540,0.8065
11543,0.8065
11548,0.8066
11550,0.8066
11552,0.8066
11555,0.8067
11558,0.8067
11561,0.8068
11565,0.8068
11567,0.8069
11569,0.8069
11573,0.8069
11577,0.8070
11581,0.8070
11586,0.8071
11591,0.8071
11594,0.8072
11596,0.8072
11601,0.8072
11605,0.8073
11606,0.8073
11610,0.8074
11611,0.8074
11613,0.8074
11616,0.8075
11620,0.8075
11620,0.8076
11624,0.8076
11626,0.8077
11629,0.8077
11633,0.8077
11638,0.8078
11640,0.8078
11642,0.8079
11646,0.8079
11651,0.8080
11656,0.8080
11661,0.8080
11662,0.8081
11664,0.8081
11666,0.8082
11670,0.8082
11671,0.8082
11671,0.8083
11675,0.8083
11679,0.8084
11681,0.8084
11684,0.8085
11687,0.8085
11691,0.8085
11691,0.8086
11695,0.8086
11695,0.8087
11698,0.8087
11699,0.8087
11703,0.8088
11705,0.8088
11706,0.8089
11708,0.8089
11713,0.8089
11714,0.8090
11715,0.8090
11717,0.8091
11717,0.8091
11718,0.8092
11722,0.8092
11725,0.8092
11726,0.8093
11729,0.8093
11733,0.8094
11735,0.8094
11737,0.8094
11742,0.8095
11745,0.8095
11746,0.8096
11747,0.8096
11750,0.8096
11754,0.8097
11755,0.8097
11759,0.8098
11763,0.8098
11765,0.8099
11766,0.8099
11770,0.8099
11770,0.8100
11775,0.8100
11779,0.8101
11784,0.8101
11786,0.8101
11788,0.8102
11791,0.8102
11792,0.8103
11793,0.8103
11796,0.8101
11800,0.8100
11802,0.8098
11805,0.8096
11809,0.8094
11813,0.8093
11814,0.8091
11817,0.8089
11818,0.8087
11821,0.8086
11823,0.8084
11824,0.8082
11828,0.8080
11829,0.8079
11829,0.8077
11829,0.8075
11830,0.8074
11832,0.8072
11835,0.8070
11838,0.8068
11843,0.8067
11845,0.8065
11847,0.8063
11848,0.8061
11848,0.8060
11852,0.8058
11855,0.8056
11860,0.8055
11863,0.8053
11866,0.8051
11870,0.8049
11875,0.8048
11875,0.8046
11877,0.8044
11877,0.8043
11878,0.8041
11881,0.8039
11884,0.8037
11884,0.8036
11889,0.8034
11893,0.8032
11894,0.8031
11897,0.8029
11902,0.8027
11902,0.8026
11904,0.8024
11907,0.8022
11910,0.8020
11911,0.8019
11915,0.8017
11919,0.8015
11920,0.8014
11920,0.8012
11923,0.8010
11926,0.8008
11930,0.8009
11932,0.8009
11936,0.8010
11941,0.8010
11943,0.8011
11948,0.8011
11951,0.8011
11955,0.8012
11957,0.8012
11959,0.8013
11960,0.8013
11962,0.8014
11964,0.8014
11967,0.8014
11972,0.8015
11973,0.8015
11977,0.8016
11980,0.8016
11982,0.8016
11985,0.8017
11986,0.8017
11988,0.8018
11991,0.8018
11992,0.8019
11995,0.8019
11995,0.8019
12000,0.8020
12003,0.8020
12004,0.8021
12009,0.8021
12013,0.8021
12016,0.8022
12020,0.8022
12020,0.8023
12020,0.8023
12021,0.8024
12025,0.8024
12030,0.8024
12034,0.8025
12037,0.8025
12041,0.8026
12041,0.8026
12043,0.8026
12044,0.8027
12048,0.8027
12053,0.8028
12053,0.8028
12055,0.8029
12056,0.8029
12059,0.8029
12059,0.8030
12060,0.8030
12060,0.8031
12065,0.8031
12067,0.8031
12067,0.8032
12068,0.8032
12069,0.8033
12071,0.8033
12076,0.8034
12077,0.8034
12081,0.8034
12086,0.8035
12090,0.8035
12095,0.8036
12096,0.8036
12100,0.8036
12102,0.8037
12105,0.8037
12109,0.8038
12112,0.8038
12112,0.8038
12113,0.8039
12114,0.8039
12116,0.8040
12117,0.8040
12119,0.8040
12124,0.8041
12125,0.8041
12125,0.8042
12129,0.8042
12131,0.8043
12135,0.8043
12138,0.8043
12141,0.8044
12143,0.8044
12143,0.8045
12146,0.8045
12146,0.8045
12148,0.8046
12150,0.8046
12150,0.8047
12154,0.8047
12156,0.8047
12156,0.8048
12160,0.8048
12165,0.8049
12166,0.8049
12168,0.8049
12171,0.8050
12171,0.8050
12171,0.8051
12173,0.8051
12177,0.8051
12181,0.8052
12183,0.8052
12188,0.8051
12191,0.8049
12193,0.8047
12193,0.8046
12198,0.8044
12203,0.8042
12204,0.8041
12205,0.8039
12207,0.8037
12212,0.8038
12212,0.8038
12214,0.8038
12216,0.8039
12218,0.8039
12222,0.8040
12223,0.8040
12226,0.8041
12228,0.8041
12230,0.8041
12232,0.8042
12234,0.8042
12237,0.8043
12239,0.8043
12243,0.8043
12246,0.8044
12250,0.8044
12251,0.8045
12254,0.8045
12256,0.8045
12259,0.8046
12262,0.8046
12265,0.8047
12267,0.8047
12271,0.8047
12275,0.8048
12278,0.8048
12280,0.8049
12283,0.8049
12285,0.8049
12288,0.8050
12289,0.8050
12293,0.8051
12294,0.8051
12297,0.8051
12302,0.8052
12304,0.8052
12305,0.8053
12307,0.8053
12310,0.8053
12315,0.8054
12316,0.8054
12319,0.8055
12323,0.8055
12324,0.8055
12328,0.8056
12331,0.8056
12332,0.8057
12335,0.8057
12335,0.8057
12338,0.8058
12340,0.8058
12342,0.8059
12344,0.8059
12345,0.8059
12350,0.8060
12352,0.8060
12354,0.8061
12355,0.8061
12357,0.8061
12360,0.8062
12365,0.8062
12368,0.8063
12370,0.8063
12371,0.8063
12371,0.8064
12372,0.8064
12376,0.8065
12380,0.8065
12381,0.8065
12386,0.8066
12388,0.8066
12390,0.8066
12394,0.8067
12397,0.8067
12397,0.8068
12400,0.8068
12401,0.8068
12406,0.8069
12409,0.8069
12412,0.8070
12415,0.8070
12418,0.8070
12418,0.8071
12423,0.8071
12427,0.8072
12430,0.8072
12433,0.8072
12435,0.8073
12439,0.8073
12440,0.8074
12444,0.8074
12445,0.8074
12446,0.8075
12447,0.8075
12447,0.8076
12451,0.8076
12453,0.8076
12455,0.8077
12458,0.8077
12462,0.8077
12463,0.8078
12466,0.8078
12469,0.8079
12472,0.8079
12476,0.8079
12477,0.8080
12481,0.8080
12481,0.8081
12484,0.8081
12485,0.8081
12487,0.8082
12490,0.8082
12494,0.8083
12496,0.8083
12496,0.8083
12496,0.8084
12497,0.8084
12501,0.8084
12502,0.8085
12507,0.8085
12512,0.8086
12516,0.8086
12521,0.8086
12525,0.8087
12526,0.8087
12527,0.8088
12529,0.8088
12530,0.8088
12534,0.8089
12534,0.8089
12536,0.8089
12540,0.8090
12540,0.8090
12545,0.8091
12547,0.8091
12547,0.8091
12552,0.8092
12552,0.8092
12553,0.8093
12555,0.8093
12556,0.8093
12560,0.8094
12563,0.8094
12566,0.8094
12566,0.8095
12567,0.8095
12567,0.8096
12567,0.8096
12571,0.8096
12573,0.8097
12577,0.8097
12580,0.8098
12581,0.8098
12583,0.8098
12585,0.8099
12586,0.8099
12590,0.8099
12592,0.8100
12593,0.8100
12597,0.8101
12597,0.8101
12597,0.8101
12601,0.8102
12604,0.8102
12604,0.8102
12605,0.8103
12607,0.8103
12611,0.8104
12616,0.8104
12617,0.8104
12621,0.8105
12625,0.8105
12630,0.8106
12630,0.8106
12631,0.8106
12632,0.8107
12635,0.8107
12635,0.8107
12636,0.8108
12639,0.8108
12641,0.8109
12642,0.8109
12644,0.8109
12649,0.8110
12651,0.8110
12655,0.8110
12658,0.8111
12660,0.8111
12665,0.8112
12665,0.8112
12669,0.8112
12671,0.8113
12674,0.8113
12676,0.8113
12676,0.8114
12679,0.8114
12680,0.8115
12682,0.8115
12684,0.8115
12689,0.8116
12693,0.8116
12694,0.8116
12695,0.8117
12699,0.8117
12700,0.8118
12704,0.8118
12706,0.8118
12709,0.8119
12713,0.8119
12716,0.8119
12719,0.8120
12721,0.8120
12725,0.8121
12730,0.8121
12733,0.8121
12735,0.8122
12739,0.8122
12744,0.8122
12747,0.8123
12751,0.8123
12752,0.8124
12753,0.8124
12753,0.8124
12757,0.8125
12761,0.8125
12765,0.8125
12766,0.8126
12770,0.8126
12773,0.8126
12773,0.8127
12773,0.8127
12777,0.8128
12778,0.8128
12783,0.8128
12786,0.8129
12789,0.8129
12791,0.8129
12793,0.8130
12794,0.8130
12796,0.8131
12799,0.8131
12802,0.8131
12807,0.8132
12811,0.8132
12813,0.8132
12816,0.8133
12819,0.8133
12819,0.8133
12821,0.8134
12825,0.8134
12829,0.8135
12831,0.8135
12834,0.8135
12835,0.8136
12839,0.8136
12844,0.8136
12846,0.8137
12848,0.8137
12851,0.8138
12852,0.8138
12856,0.8138
12856,0.8139
12860,0.8139
12860,0.8139
12865,0.8140
12869,0.8140
12872,0.8140
12873,0.8141
12876,0.8141
12878,0.8142
12883,0.8142
12885,0.8142
12886,0.8143
12886,0.8143
12887,0.8143
12891,0.8144
12896,0.8144
12897,0.8144
12901,0.8143
12903,0.8141
12903,0.8140
12903,0.8138
12904,0.8136
12907,0.8135
12911,0.8133
12911,0.8132
12914,0.8130
12918,0.8129
12918,0.8127
12922,0.8125
12925,0.8124
12928,0.8122
12932,0.8121
12935,0.8119
12939,0.8117
12940,0.8116
12942,0.8114
12944,0.8113
12945,0.8111
12950,0.8110
12951,0.8108
12952,0.8106
12957,0.8105
12957,0.8103
12958,0.8102
12959,0.8100
12959,0.8098
12962,0.8097
12967,0.8095
12968,0.8094
12968,0.8092
12970,0.8091
12974,0.8089
12977,0.8087
12981,0.8086
12982,0.8084
12985,0.8083
12989,0.8081
12994,0.8080
12995,0.8078
12997,0.8076
12998,0.8075
13001,0.8073
13004,0.8072
13009,0.8070
13013,0.8069
13018,0.8067
13019,0.8066
13020,0.8064
13022,0.8062
13027,0.8061
13029,0.8059
13029,0.8058
13033,0.8056
13037,0.8055
13040,0.8053
13042,0.8051
13042,0.8050
13044,0.8048
13046,0.8047
13047,0.8045
13050,0.8044
13051,0.8042
13054,0.8041
13056,0.8039
13057,0.8037
13062,0.8036
13063,0.8034
13065,0.8033
13066,0.8031
13066,0.8030
13067,0.8028
13070,0.8027
13073,0.8025
13075,0.8024
13076,0.8022
13076,0.8020
13077,0.8019
13078,0.8017
13080,0.8016
13084,0.8014
13085,0.8013
13088,0.8011
13089,0.8010
13093,0.8008
13093,0.8007
13097,0.8005
13099,0.8003
13103,0.8002
13106,0.8000
13109,0.7999
13113,0.7997
13115,0.7996
13119,0.7994
13123,0.7993
13125,0.7991
13127,0.7990
13128,0.7988
13132,0.7987
13132,0.7985
13135,0.7983
13137,0.7982
13141,0.7980
13141,0.7979
13142,0.7977
13146,0.7976
13149,0.7974
13149,0.7973
13152,0.7971
13153,0.7970
13156,0.7968
13159,0.7967
13160,0.7965
13164,0.7964
13165,0.7962
13166,0.7961
13167,0.7959
13172,0.7958
13172,0.7956
13175,0.7955
13177,0.7953
13177,0.7951
13177,0.7950
13181,0.7948
13185,0.7947
13189,0.7945
13189,0.7944
13190,0.7942
13193,0.7941
13195,0.7939
13197,0.7938
13199,0.7936
13200,0.7935
13202,0.7933
13205,0.7932
13207,0.7930
13207,0.7929
13209,0.7927
13210,0.7926
13214,0.7924
13215,0.7923
13215,0.7921
13216,0.7920
13220,0.7918
13220,0.7917
13223,0.7915
13225,0.7914
13229,0.7912
13232,0.7911
13234,0.7909
13235,0.7908
13240,0.7906
13241,0.7905
13242,0.7903
13244,0.7902
